Carrier Code,Date (MM/DD/YYYY),Flight Number,Tail Number,Origin Airport,Scheduled Arrival Time,Actual Arrival Time,Scheduled Elapsed Time (Minutes),Actual Elapsed Time (Minutes),Arrival Delay (Minutes),Wheels-on Time,Taxi-In time (Minutes),Delay Carrier (Minutes),Delay Weather (Minutes),Delay National Aviation System (Minutes),Delay Security (Minutes),Delay Late Aircraft Arrival (Minutes)
DL,01/18/2021,1360,N896AT,ATL,15:46,15:40,121,118,-6,15:35,5,0,0,0,0,0
DL,01/18/2021,1374,N940AT,ATL,23:31,23:29,115,117,-2,23:24,5,0,0,0,0,0
DL,01/18/2021,2204,N948AT,ATL,13:35,13:19,122,112,-16,13:13,6,0,0,0,0,0
DL,01/19/2021,0684,N303DU,SLC,14:10,14:02,185,177,-8,13:52,10,0,0,0,0,0
DL,01/19/2021,0746,N130DU,SLC,22:07,22:20,182,199,13,22:13,7,0,0,0,0,0
DL,01/19/2021,0898,N118DU,SEA,17:55,17:58,240,248,3,17:47,11,0,0,0,0,0
DL,01/19/2021,1332,N942AT,ATL,18:56,18:38,126,112,-18,18:29,9,0,0,0,0,0
DL,01/19/2021,1347,N953AT,ATL,09:04,09:07,119,122,3,09:02,5,0,0,0,0,0
DL,01/19/2021,1360,N965AT,ATL,16:00,15:53,120,117,-7,15:47,6,0,0,0,0,0
DL,01/19/2021,1374,N991AT,ATL,23:31,23:43,115,126,12,23:30,13,0,0,0,0,0
DL,01/19/2021,2204,N951AT,ATL,13:35,13:22,122,113,-13,13:16,6,0,0,0,0,0
DL,01/20/2021,0684,N138DU,SLC,14:10,14:07,185,186,-3,13:58,9,0,0,0,0,0
DL,01/20/2021,0746,N124DU,SLC,22:07,23:42,182,176,95,23:35,7,95,0,0,0,0
DL,01/20/2021,0898,N130DU,SEA,17:55,17:37,240,227,-18,17:26,11,0,0,0,0,0
DL,01/20/2021,1332,N998AT,ATL,18:56,18:49,126,119,-7,18:40,9,0,0,0,0,0
DL,01/20/2021,1347,N981AT,ATL,09:04,09:04,119,126,0,08:56,8,0,0,0,0,0
DL,01/20/2021,1360,N607AT,ATL,16:00,15:45,120,111,-15,15:41,4,0,0,0,0,0
DL,01/20/2021,1374,N951AT,ATL,23:31,23:39,115,131,8,23:33,6,0,0,0,0,0
DL,01/20/2021,2204,N893AT,ATL,13:35,13:23,122,113,-12,13:17,6,0,0,0,0,0
DL,01/21/2021,0684,N131DU,SLC,12:42,12:35,192,190,-7,12:25,10,0,0,0,0,0
DL,01/21/2021,0699,N132DU,SLC,17:33,17:22,176,170,-11,17:10,12,0,0,0,0,0
DL,01/21/2021,0746,N130DU,SLC,22:07,21:44,182,166,-23,21:38,6,0,0,0,0,0
DL,01/21/2021,0898,N124DU,SEA,17:55,17:34,240,226,-21,17:23,11,0,0,0,0,0
DL,01/21/2021,1319,N926AT,ATL,20:59,20:44,120,109,-15,20:40,4,0,0,0,0,0
DL,01/21/2021,1332,N980AT,ATL,17:11,17:12,115,121,1,17:08,4,0,0,0,0,0
DL,01/21/2021,1347,N607AT,ATL,09:04,09:19,119,129,15,09:07,12,0,0,15,0,0
DL,01/21/2021,1360,N955AT,ATL,15:46,15:33,121,117,-13,15:24,9,0,0,0,0,0
DL,01/21/2021,1374,N970AT,ATL,23:31,23:13,115,110,-18,23:08,5,0,0,0,0,0
DL,01/21/2021,2204,N971AT,ATL,13:35,13:25,122,118,-10,13:19,6,0,0,0,0,0
DL,01/22/2021,0684,N131DU,SLC,12:42,12:19,192,177,-23,12:09,10,0,0,0,0,0
DL,01/22/2021,0699,N132DU,SLC,17:33,17:13,176,158,-20,17:08,5,0,0,0,0,0
DL,01/22/2021,0746,N124DU,SLC,22:07,21:36,182,160,-31,21:30,6,0,0,0,0,0
DL,01/22/2021,0898,N130DU,SEA,17:55,17:45,240,239,-10,17:38,7,0,0,0,0,0
DL,01/22/2021,1319,N946AT,ATL,20:59,20:45,120,110,-14,20:38,7,0,0,0,0,0
DL,01/22/2021,1332,N990AT,ATL,17:11,17:05,115,112,-6,17:00,5,0,0,0,0,0
DL,01/22/2021,1347,N927AT,ATL,09:04,08:54,119,114,-10,08:49,5,0,0,0,0,0
DL,01/22/2021,1360,N929AT,ATL,15:46,15:34,121,113,-12,15:28,6,0,0,0,0,0
DL,01/22/2021,1374,N952AT,ATL,23:31,23:25,115,113,-6,23:20,5,0,0,0,0,0
DL,01/22/2021,2204,N954AT,ATL,13:35,13:25,122,116,-10,13:19,6,0,0,0,0,0
DL,01/23/2021,0684,N130DU,SLC,14:10,17:27,185,175,197,17:17,10,197,0,0,0,0
DL,01/23/2021,0746,N121DU,SLC,22:07,21:53,182,173,-14,21:46,7,0,0,0,0,0
DL,01/23/2021,0898,N124DU,SEA,17:55,17:28,240,220,-27,17:18,10,0,0,0,0,0
DL,01/23/2021,1332,N608AT,ATL,18:56,18:39,126,114,-17,18:28,11,0,0,0,0,0
DL,01/23/2021,1347,N964AT,ATL,09:04,09:02,119,118,-2,08:51,11,0,0,0,0,0
DL,01/23/2021,1360,N964AT,ATL,16:00,16:18,120,126,18,16:14,4,12,0,6,0,0
DL,01/23/2021,1374,N944AT,ATL,23:31,23:27,115,116,-4,23:20,7,0,0,0,0,0
DL,01/23/2021,2204,N946AT,ATL,13:35,13:32,122,117,-3,13:25,7,0,0,0,0,0
DL,01/24/2021,0684,N109DU,SLC,12:42,13:09,192,215,27,12:57,12,0,0,27,0,0
DL,01/24/2021,0699,N138DU,SLC,17:33,17:43,176,184,10,17:31,12,0,0,0,0,0
DL,01/24/2021,0746,N133DU,SLC,22:07,21:40,182,157,-27,21:34,6,0,0,0,0,0
DL,01/24/2021,0898,N121DU,SEA,17:55,17:32,240,226,-23,17:20,12,0,0,0,0,0
DL,01/24/2021,1319,N964AT,ATL,20:59,20:50,120,112,-9,20:43,7,0,0,0,0,0
DL,01/24/2021,1332,N991AT,ATL,17:11,17:09,115,118,-2,17:01,8,0,0,0,0,0
DL,01/24/2021,1347,N977AT,ATL,09:04,09:15,119,118,11,09:06,9,0,0,0,0,0
DL,01/24/2021,1360,N974AT,ATL,15:46,15:34,121,113,-12,15:29,5,0,0,0,0,0
DL,01/24/2021,1374,N991AT,ATL,23:31,23:19,115,111,-12,23:11,8,0,0,0,0,0
DL,01/24/2021,2204,N608AT,ATL,13:35,13:41,122,132,6,13:32,9,0,0,0,0,0
DL,01/25/2021,0684,N109DU,SLC,12:42,12:55,192,210,13,12:41,14,0,0,0,0,0
DL,01/25/2021,0699,N132DU,SLC,17:33,18:05,176,187,32,17:57,8,21,0,11,0,0
DL,01/25/2021,0746,N121DU,SLC,22:07,21:47,182,169,-20,21:36,11,0,0,0,0,0
DL,01/25/2021,0898,N133DU,SEA,17:55,17:51,240,242,-4,17:40,11,0,0,0,0,0
DL,01/25/2021,1319,N927AT,ATL,20:59,20:43,120,109,-16,20:34,9,0,0,0,0,0
DL,01/25/2021,1332,N993AT,ATL,17:11,17:02,115,111,-9,16:55,7,0,0,0,0,0
DL,01/25/2021,1347,N978AT,ATL,09:04,09:01,119,116,-3,08:47,14,0,0,0,0,0
DL,01/25/2021,1360,N965AT,ATL,15:46,15:34,121,108,-12,15:28,6,0,0,0,0,0
DL,01/25/2021,1374,N995AT,ATL,23:31,23:29,115,119,-2,23:23,6,0,0,0,0,0
DL,01/25/2021,2204,N929AT,ATL,13:35,13:29,122,120,-6,13:24,5,0,0,0,0,0
DL,01/26/2021,0684,N302DU,SLC,14:10,14:52,185,217,42,14:35,17,0,0,42,0,0
DL,01/26/2021,0746,N135DQ,SLC,22:07,22:09,182,190,2,21:59,10,0,0,0,0,0
DL,01/26/2021,0898,N121DU,SEA,17:55,18:24,240,234,29,18:06,18,0,0,29,0,0
DL,01/26/2021,1332,N940AT,ATL,18:56,18:47,126,122,-9,18:38,9,0,0,0,0,0
DL,01/26/2021,1347,N980AT,ATL,09:04,09:07,119,124,3,08:45,22,0,0,0,0,0
DL,01/26/2021,1360,N996AT,ATL,16:00,16:12,120,136,12,16:01,11,0,0,0,0,0
DL,01/26/2021,1374,N980AT,ATL,23:31,23:27,115,117,-4,23:18,9,0,0,0,0,0
DL,01/26/2021,2204,N998AT,ATL,13:35,14:27,122,143,52,14:11,16,0,0,52,0,0
DL,01/27/2021,0684,N108DQ,SLC,14:10,14:06,185,189,-4,13:55,11,0,0,0,0,0
DL,01/27/2021,0746,N138DU,SLC,22:07,21:47,182,165,-20,21:41,6,0,0,0,0,0
DL,01/27/2021,0898,N135DQ,SEA,17:55,17:31,240,226,-24,17:21,10,0,0,0,0,0
DL,01/27/2021,1332,N954AT,ATL,18:56,18:42,126,116,-14,18:33,9,0,0,0,0,0
DL,01/27/2021,1347,N927AT,ATL,09:04,08:56,119,117,-8,08:48,8,0,0,0,0,0
DL,01/27/2021,1360,N952AT,ATL,16:00,15:47,120,113,-13,15:40,7,0,0,0,0,0
DL,01/27/2021,1374,N990AT,ATL,23:31,23:24,115,118,-7,23:19,5,0,0,0,0,0
DL,01/27/2021,2204,N955AT,ATL,13:35,13:22,122,111,-13,13:14,8,0,0,0,0,0
DL,01/28/2021,0684,N133DU,SLC,12:42,12:25,192,181,-17,12:15,10,0,0,0,0,0
DL,01/28/2021,0699,N108DQ,SLC,17:33,17:34,176,173,1,17:21,13,0,0,0,0,0
DL,01/28/2021,0746,N135DQ,SLC,22:07,22:15,182,154,8,22:09,6,0,0,0,0,0
DL,01/28/2021,0898,N138DU,SEA,17:55,17:49,240,242,-6,17:34,15,0,0,0,0,0
DL,01/28/2021,1319,N982AT,ATL,20:59,20:52,120,120,-7,20:46,6,0,0,0,0,0
DL,01/28/2021,1332,N997AT,ATL,17:11,17:15,115,120,4,17:10,5,0,0,0,0,0
DL,01/28/2021,1347,N940AT,ATL,09:04,09:09,119,128,5,09:01,8,0,0,0,0,0
DL,01/28/2021,1360,N717JL,ATL,15:46,15:41,121,124,-5,15:31,10,0,0,0,0,0
DL,01/28/2021,1374,N608AT,ATL,23:31,23:21,115,119,-10,23:16,5,0,0,0,0,0
DL,01/28/2021,2204,N954AT,ATL,13:35,13:36,122,128,1,13:28,8,0,0,0,0,0
